class,x,y,z
3.0,13.731009977720838,4.087689269653582,9.95713743960121
1.0,57.970130380975235,19.271372023356157,84.59573626078607
1.0,66.67893060508267,28.406710378082245,82.62837626679831
2.0,28.170846640099143,37.50896030152712,59.19407088223559
2.0,19.3084955074946,39.57696775891628,58.90363154538757
1.0,62.74251226518176,46.050549291152564,92.17466989486933
1.0,60.23855213826607,29.51753292632788,87.25941431109777
2.0,16.4977389008499,37.37594372814129,61.33040584886205
1.0,58.70157039692255,37.07904263468769,86.73475332290059
3.0,23.460191560885992,17.508308055461388,0.42654510395488554
1.0,53.62514691479779,28.456048698871918,96.75169055622307
3.0,31.154802126165155,7.0796561030573955,2.701907880612914
2.0,21.784490489832166,35.472947967909924,51.69116751470462
1.0,54.02146656121819,22.291102618142375,88.72381573404309
3.0,27.294437482458925,8.2384866095259,11.272969700369986
1.0,54.027491959410966,26.110977754039624,82.94966287169461
2.0,19.053300036932097,39.048146966985826,60.09210655115813
2.0,20.64962439884851,41.67879450733448,61.58473973313423
1.0,54.290228634398524,25.425837618752883,92.57634604138279
2.0,17.643231442861843,39.067879366766824,55.12167089596788
2.0,20.494794936013324,36.74502976649429,60.34465294869093
2.0,22.579919410797356,41.57474260964656,63.58128867021432
3.0,23.90224677011338,3.309653405353549,6.7430066684280305
2.0,22.194117975587325,45.96157165760633,56.132600067586985
3.0,29.38070500549682,6.294849937882724,7.999924211274957
3.0,32.618187529428596,10.974937889223465,8.95879272950925
3.0,27.718799290170153,19.99483121092812,1.5470138531099167
2.0,25.43486049757091,37.578851159559775,65.03354020277312
1.0,51.821707021257566,29.802921399778217,86.6251759174687
3.0,14.42715296538178,1.7294977829388287,4.873891180077683
2.0,20.862607323736057,34.960703221939866,45.985871921426465
2.0,24.077959817928182,36.5298951670432,55.52231600598787
1.0,51.60270871497417,31.001120048601038,88.1037666806344
1.0,56.96016893420668,39.13996445007387,88.44215429832722
1.0,57.23553635404266,39.60836832090748,97.50887937424382
2.0,22.489447565385888,34.28582051159992,63.85869155526006
2.0,11.909009801560634,34.04331549323757,65.18529898579952
1.0,61.813418212758144,41.17633919958877,89.23060923855876
3.0,35.02837492002757,12.189012824437388,12.670131822308255
1.0,60.47897512896288,29.648613622654885,94.44691022344625
2.0,22.81394089457164,38.874146178894925,57.80738500201249
2.0,20.606353052525563,32.99589397039751,55.99309404786624
2.0,17.77172835478699,44.202177335433,64.42887529075148
3.0,21.432502410760538,9.411440475795482,9.132310762661117
2.0,21.465022754357484,38.21596069821203,58.937512608710115
2.0,13.087483034705958,39.84037196115237,59.51237938069064
1.0,53.3908956799203,21.308735102796224,87.32973065969807
1.0,62.90047690860866,19.389153154700733,91.27053271093527
2.0,22.07337728052062,35.920355473331696,60.74435255019407
1.0,57.65078546602555,34.51501511174753,84.14174888595
3.0,24.295385332171126,0.7713650122599187,8.215313547200886
3.0,31.56166058213137,6.1860233265661435,2.1920997983493544
1.0,61.983084432386406,14.982166684725932,83.87243659040081
2.0,16.27390277566192,45.43930417315002,58.25188244785954
2.0,23.768055696143886,38.4758768352241,60.23883005925454
2.0,15.614237974451818,42.17380484112006,56.898587669044836
2.0,31.417282481639525,41.88545490052888,67.3246905399206
3.0,10.805515776290104,18.075128337392336,0.40202960689233613
1.0,49.8249169051215,12.480491488866246,93.18321679316797
1.0,61.109666734117134,46.100718765803194,92.76601094996154
2.0,13.340013425204868,41.2562699486734,61.78646815307217
3.0,4.158102193831553,15.868121334169984,9.10968514559666
2.0,18.93575219454446,39.04661951256632,59.69609565230247
2.0,11.969346697228461,43.88815893371408,61.67786026903349
3.0,7.212658299695359,13.810876722795712,6.081287004261418
2.0,22.782316909370913,37.08465805107697,54.65524167548759
1.0,55.738159156352836,24.61830286716294,94.09866615228749
2.0,19.57641215975397,46.37946534605112,56.47406225459761
2.0,12.258394854226626,37.59637928019845,64.08162144593587
1.0,67.23947672485303,27.727101888297778,92.6569875671147
2.0,15.42257827775289,43.180381176140905,60.188876467508685
1.0,54.87849967847423,8.880912347199818,84.9925484194041
1.0,60.45345147034663,22.489444335738135,85.62831785761442
2.0,23.270129136251526,45.64981147804662,60.80342613333975
3.0,20.13695559089998,16.141700764565766,0.9401755680551211
2.0,21.662932364853564,47.08617487608859,57.28760151125384
3.0,23.362771945085896,-3.2534744068881984,5.032607829513022
3.0,21.19961465815755,17.310072982793397,0.8921674626763316
3.0,28.195095088244074,8.65593272194292,2.3320863634545
2.0,11.442017763124479,37.69429963938223,65.36274762704805
2.0,13.55358502678956,44.447666406872656,65.60525069677504
3.0,32.17689415941904,6.021541787725046,8.300362841226413
1.0,60.96994751141975,22.76929681502355,92.33275055800746
2.0,16.68612854447556,37.81518705455528,62.31880845782207
2.0,28.550016938470833,39.262573734736335,59.832023214709345
2.0,21.038132461531927,41.466389466890085,59.61952055098054
3.0,26.345722668573053,15.298052430599688,8.777885628379533
2.0,20.027032807238548,37.86470043676848,59.94064805186936
1.0,69.61039193999038,28.833744220962156,84.96765941664972
3.0,39.004420594039345,15.095549117351517,0.20840479519614252
2.0,14.527414402622549,44.064735758423645,61.5179662944718
1.0,59.56297804390027,35.09995532494025,95.28840858253045
1.0,46.35650764152405,19.712563907635094,88.5091059574866
2.0,17.15229354517091,34.257274588327576,61.84307766508458
1.0,75.27193400348264,39.079358893784956,96.16514132719354
3.0,30.81959369350294,15.061670211090863,4.9476519314416105
1.0,74.19662399399691,28.932197135388957,89.00216219541822
3.0,26.176457811509888,6.4480746161859805,5.74599418805819
3.0,37.802161036368815,7.841673228431841,1.6815972079889896
3.0,32.082723694779034,5.168693303526143,4.414920864912954
3.0,28.396166036191197,17.05831923654277,1.7549827814865324
2.0,22.014867004343795,43.59001755453613,55.52454090747862
1.0,63.364541679545646,53.9021321310362,97.2875307287202
2.0,19.061024162036205,34.51440394738165,60.55557428262953
3.0,26.07790931532446,3.607829944005699,-0.6557422598254474
2.0,13.715008018099063,38.716179901635606,67.69105319401092
2.0,19.629652025545056,34.9140657887043,57.23021186718875
3.0,23.46501008448608,4.51350607419991,6.2919580166992874
1.0,59.79159197203451,23.17971260786104,85.47076486163321
2.0,19.084074782875845,45.96267426708876,64.2028996260335
1.0,73.85181333985899,46.57931946250628,85.82189873326044
1.0,52.77113024580118,44.30032742049684,93.20768507888128
2.0,26.46290416680111,37.76234928984711,57.69524902351234
2.0,15.704451402913353,39.05316565736096,54.62584814797354
1.0,62.009238485013434,21.017731266246454,95.4685154715584
1.0,58.72101523186699,30.386579570662573,92.30944944181333
1.0,42.39259343008786,44.09613126887472,84.06517670776653
1.0,63.15471560369154,29.19567375615777,85.06381073673931
1.0,53.988066993480686,53.324559445099496,94.92253347505334
2.0,19.91456033360432,39.92498900835039,64.19643718546243
2.0,17.426579762135756,39.81527884614307,68.83260599348674
2.0,29.353276531662864,40.23171376308522,55.933472631332535
1.0,63.44605222244282,33.02462187370517,91.46186061041392
3.0,9.76746423463564,6.898028167015237,-0.5612283104286648
2.0,24.18063546040409,48.43348128825667,59.409835058300864
3.0,31.413197751264832,1.1927171609811644,0.6366061395587668
3.0,29.32117766374353,15.898664525507337,2.883466185226977
1.0,57.150878835545406,49.470861993353886,93.16253250966396
1.0,58.2430112470235,31.424206078562836,90.14588021932748
1.0,60.89744872256118,39.45065816649015,86.57012549564364
2.0,18.526693846290698,38.348183401706706,64.79531634466588
1.0,58.890930067671775,30.814002473618956,91.70756618959382
1.0,64.40909847365721,39.76534628874814,91.73844559302998
1.0,61.0135690881695,40.82410399992327,83.38568965506761
3.0,13.560664826674135,9.222177015523146,6.364704900813565
2.0,24.51775831452482,43.614902557944404,66.67101235603401
3.0,21.46767808923536,10.151298037911355,5.702567786112098
1.0,61.84808358390029,56.46466785202846,89.54329781831197
3.0,12.770053827817662,2.523443824359063,3.958628118043545
3.0,21.363476924525617,8.435118893499848,6.824321256594482
3.0,26.92442860311693,4.034514759840554,7.575419252261922
2.0,16.8587338425808,34.9097549216573,59.60023598389227
2.0,19.503483243194957,36.61385745081268,60.835542146984956
3.0,35.2188194970554,12.162935620824248,0.916319133202876
1.0,63.542396381950894,51.536675453124396,83.74295084175742
2.0,17.860304541277195,37.5037789056858,55.320734314079914
3.0,41.0404969733784,5.227119130160498,4.728384752176374
2.0,16.052481506009865,43.46035057533059,66.96461977791839
3.0,37.32290203235337,9.835347605473084,8.057446257609786
3.0,26.734177817785085,11.060663496686784,3.8384008900741775
3.0,24.72720877220138,9.889018815721663,5.48134650596077
2.0,15.365693828221104,40.50363305279596,66.11565061268945
1.0,62.99854091579403,34.77379045050138,81.62323795590345
3.0,8.896932865608122,1.730593089948858,2.2172448476518594
3.0,21.65249120073216,14.029533330975994,0.23295038164312398
2.0,20.15525761495109,38.34819944379264,60.72849654690935
3.0,22.033911061650205,6.736435449418429,4.713301069881467
3.0,19.060664351152525,15.20716375974326,4.946441084861658
1.0,63.36717366215661,17.18419780267623,91.30513209639452
3.0,37.81699833351552,12.085854299663215,2.31840493861169
2.0,24.873143156245586,45.371143890001065,57.85541052380021
2.0,19.95310251102654,41.18683167120752,63.01361296114769
2.0,26.410427139798472,44.751005475701064,63.78705926956206
1.0,59.485916741958526,12.683839437900915,87.566154478414
1.0,50.35059403486218,41.21418507861323,88.0202799011073
1.0,68.2124173328348,38.93930276409896,90.6772049460953
3.0,31.261430106265507,8.535723411789219,5.461104415893367
2.0,20.237137408481694,43.33044977258539,57.02004735538909
1.0,59.143411481298834,43.391595200405405,91.19875000605052
3.0,21.689904885067932,5.580514843175434,6.627709059806648
1.0,59.27053455870668,28.902328594670784,83.96464552269255
2.0,22.764281250082306,45.94848796643731,57.03184425885766
3.0,30.284055993528796,12.18622973650962,1.8829497263566868
1.0,60.50925194317637,24.103752492636378,91.71838152018192
2.0,14.053532463115722,39.11357680280092,64.03264398579842
3.0,28.55511065602433,-2.0063344797790172,5.5907638245947435
1.0,61.67097766765461,29.554738583891172,94.05939909768794
3.0,36.02886857109675,13.250059775224265,4.524848806094903
1.0,54.72706116660117,42.051497954396545,85.59857046643349
1.0,60.67558069291511,16.181378702133415,89.53647852656644
1.0,53.813855018534795,36.2958896822958,90.94014462485077
2.0,25.182894849202103,41.09753817216005,51.39706250893014
1.0,57.856311165370975,23.36753712823803,90.1239285078657
1.0,70.8779125684606,28.531393953496142,86.1533923612771
3.0,30.991262924843102,7.040085205791797,3.7292806100680167
2.0,23.55562715336377,39.06093623908529,58.58711921937914
1.0,59.45309579360586,21.05429087449994,89.58922571975562
1.0,62.82501091228109,33.98524477503994,90.1074885843705
3.0,35.05250161151021,12.867539553687415,1.1464984162765548
1.0,60.28573963156023,34.77758777980033,86.72286653335449
1.0,69.03953422926654,39.58744500179409,92.01654890903473
3.0,45.363778024079764,10.920725937816142,5.4261938745482325
2.0,19.730927340870725,41.298921923148676,62.16767279489301
3.0,30.38670988705239,1.2453862016717885,6.778436185619974
1.0,67.54154640140547,44.35263664547044,86.83282454358094
3.0,46.727008909074826,2.014337266566921,1.021629587180672
3.0,38.763534691069836,11.832772138555438,7.081414805053041
3.0,19.58047684098759,6.177027120378964,1.83428647926715
2.0,22.32819925060197,39.21547575817094,60.75359599982108
2.0,20.989173310747976,41.75781292923182,63.58236448764928
2.0,19.31637427996917,49.361189442408616,62.89315337168396
2.0,17.802104274104934,38.23340960589825,58.971629681192894
1.0,74.07045702792243,30.47510546538378,92.0144791049164
2.0,27.599766665195773,35.78567816619588,58.73937794196059
2.0,16.279824132237817,42.06004710656642,70.12900515060461
3.0,47.86691704835249,9.986474538734171,3.3307860926230513
1.0,53.76911610448528,32.80406023519511,84.61623753089476
1.0,51.153665894983995,22.963586375695677,85.26248828133022
1.0,59.09347414443696,35.150370327202836,93.88396257948519
3.0,37.158180522782615,4.2756184991782975,4.301518953520567
1.0,65.23126604435805,32.65416772190233,85.54681490766869
3.0,38.18546817122094,9.49439790510192,2.1056398471423408
2.0,23.206147357095805,47.006033731187536,61.53834254161342
1.0,65.52434426926247,36.583521159790884,92.7787850070064
2.0,24.66309829245821,36.43069104854846,60.90859931733294
3.0,17.296205422231342,10.557777594034484,1.2951708739916739
2.0,17.933777681795952,37.66721717955151,54.965631927987765
2.0,20.417686397773195,41.24338134026743,61.54677127855749
1.0,65.19093892002255,38.95162915210928,90.4568386590713
2.0,24.061878599534992,33.97225381887468,57.13239759538271
3.0,29.236338833306963,13.032666663128722,7.5722802093063315
1.0,70.93779429370613,29.064851234938683,97.8684509061202
2.0,21.49019201030368,30.63966769990629,50.72905320276901
3.0,22.612337227726243,-0.8482316902845923,8.484842736677916
1.0,66.39490401461607,37.159623473255415,89.18174735708948
1.0,56.36947206067252,30.47167607635212,92.96847162259414
3.0,14.054961745472989,6.552377079358058,6.061345599889361
2.0,20.114322147573986,43.065670278767435,54.631283304666454
2.0,22.08640030985029,36.369987274717,61.737959496162496
2.0,16.839727001695906,40.74770634978632,65.70321622814599
1.0,56.71121205131171,26.145774736352166,91.24993846049252
2.0,15.632036858418214,37.4160240741696,61.984020262690024
2.0,20.386964530745804,35.644894897770456,58.960262774324406
2.0,18.602552444005756,44.167868431705486,55.41715500914103
2.0,22.720254701879092,42.59138508827432,57.11556637184024
1.0,54.68413721905216,6.159907329583401,91.32667148287507
2.0,23.241491337035203,41.84773511038846,64.51134922015797
1.0,57.98121493639438,28.804145948315607,88.87614743314386
2.0,19.267295316721846,41.3066457433024,57.09400903661079
3.0,36.42389361772679,18.763528579224626,0.832680712118
3.0,25.115351178785268,0.42116621011440714,1.742719955573087
2.0,19.399056519565377,39.88605378122142,66.48768338173821
3.0,11.920124258041437,11.847947000627077,4.003984755848661
2.0,12.058894848547453,33.44711845859997,58.1812455664893
2.0,16.937272649026553,38.658992572390545,64.19756342896127
1.0,62.863594262402856,27.663480568230817,88.92663950887028
3.0,14.391905304349304,17.884769957999243,6.433819778415412
3.0,12.276562964448708,14.222586642016395,1.3508893783811384
3.0,28.406463291457897,8.698806260167187,7.052026411777652
1.0,55.96779136899004,21.48370583823357,92.01676920669638
1.0,54.36836881880169,31.983621222242657,90.54901753705693
2.0,28.612732544003634,40.58089505284628,61.712815834238896
3.0,9.9242511846104,3.311356637998328,9.540218878203783
2.0,16.720556430767747,45.948729674103184,61.411903251882826
2.0,14.72635327521175,43.393387754262925,58.00679909019985
3.0,20.161367239387726,11.654979678398373,9.05460082559215
2.0,17.172139248401635,41.709674102034974,69.69476774593667
3.0,23.063174949945523,15.827671288891327,7.759205752658828
1.0,56.29183367547827,51.18932960109853,86.05174481503515
1.0,64.94835920018176,29.041850888944737,89.78703882097837
1.0,66.49841545116212,47.4529286617141,94.79707762976035
2.0,25.836723191272732,44.782191612956126,51.564800144967364
3.0,16.211914183581616,3.435411893379751,8.721926391232985
3.0,19.928420972986086,11.969643040322762,6.896206486319407
2.0,21.750294648625772,38.559530226414225,62.33181391894492
2.0,15.018271934719149,35.86280092472811,61.148273649290864
2.0,13.188091021539085,44.18546609924584,48.612644612795805
2.0,20.059720804727743,38.19225880208598,60.754648049289536
3.0,20.596514190411682,17.886618877412175,2.042843209163822
2.0,26.59469420494593,39.96990066796917,55.813232914773145
3.0,9.987255961251888,5.23773817069358,8.932878579697359
1.0,53.32422544431548,25.89127021976394,93.4946143130412
1.0,55.07247905099889,25.749597993558616,92.30399836117377
1.0,68.98687964509145,37.254459042131316,93.11077126464907
2.0,27.987291494373647,40.26982972082298,60.60999981426072
1.0,60.26232129581228,15.100873123077555,83.42449696489896
3.0,6.756145829977658,8.25414595390657,6.953091026551221
3.0,25.746352741366838,11.427589325793058,8.315007710245293
3.0,15.656994401153296,15.154521193442406,3.9655603739408205
2.0,24.29911513370845,50.50926620894755,59.918700806218936
1.0,57.348021681236034,40.08579528258083,90.8495920793428
3.0,21.33910783963844,14.044031391636407,3.4945525401925472
3.0,27.68221573155687,12.345056218141892,5.165769196686328
1.0,58.38279435976681,34.95708489224381,86.15002665962737
3.0,9.323302948663667,8.505325523278003,3.9677307414450906
1.0,52.27597427613644,50.32459749252852,89.1921965272503
2.0,20.14479125903815,47.788195825687566,55.49698447877385
1.0,66.87773516891366,17.823848959722596,90.06658872680426
3.0,33.987308524948205,16.28984350816967,5.216184032988097
1.0,58.17765848313196,23.511954523684043,91.6970272081748
1.0,65.16884658853641,45.85866302703006,87.43471800899222
1.0,53.73571136553466,26.08965050065435,94.75682827954617
1.0,56.59507804077634,28.832780495950352,92.76350608834284
3.0,36.00120355028145,-1.1528706241436364,9.906249341915762
2.0,16.705809016361773,41.97246890606103,56.53825843666295
2.0,24.13376037130148,43.06814101451613,63.98896688631707
2.0,19.00576866742117,35.168052852922216,55.63800776126779
1.0,55.941874854079636,35.341158504935976,96.0539430725076
2.0,13.393152282044301,45.959302564378305,58.78381327029586
2.0,14.23096868689031,42.16328189338861,59.91464076280832
2.0,15.69552428669796,38.445393524294246,61.42301765104462
2.0,19.51846815445605,36.88961871812362,63.63757900640241
1.0,62.592840253303095,18.991977640146924,97.03894584684508
2.0,19.522196937330513,39.23196017105201,61.74445137391859
2.0,13.312719720766932,38.67574346323867,57.55088528139743
1.0,64.40158775023998,35.35042193400381,89.7824857960785
3.0,33.09182378717544,20.342216391713208,1.5154215110892455
1.0,67.8336015514251,44.996419185653565,86.1053942298354
3.0,25.099964686279936,10.442275494126354,8.866274799322566
3.0,22.550090905190654,3.59895090525548,5.415549142342902
1.0,59.23770719346237,29.89155981275785,81.35936380800625
2.0,17.021134452639675,36.27737284966112,60.71564631726689
2.0,19.47422088132435,37.78805335483888,58.77801716520659
2.0,22.526655966494058,42.38919302298622,62.85755148027084
2.0,23.02348381549612,35.61297090325619,55.94226199129091
1.0,67.32026660497587,39.883311685630815,97.28469128742796
3.0,10.097380010804777,9.818320066430811,5.75417298469029
1.0,57.427324594648745,28.668197068284137,83.38814181602423
3.0,-4.583936990513987,7.66609671179812,10.54157191663886
2.0,22.480474717269047,43.571971566558744,59.9194293402615
2.0,16.3860577512395,34.319350740437244,58.77353395478737
1.0,62.845984429574735,24.62360286595201,94.07516961169847
2.0,24.24217912999812,48.75491034899325,58.24542808927243
3.0,34.203786022928824,3.7375227261817088,1.6496480513854541
3.0,39.13761904925542,12.132606761719558,1.8682630855417193
1.0,56.61951389260208,51.45707958130251,97.46441501986376
1.0,64.47214852008823,8.02928662770696,90.37690630248387
3.0,44.60419012353799,11.588419094393313,5.424324280453223
2.0,19.82722864195166,38.52024251084703,69.466169617698
1.0,60.33050860155003,31.407230843791275,90.34999790882307
2.0,20.175928231948355,44.398467936222595,66.43447009873675
3.0,20.586226121551878,11.942274440815906,4.871308807164366
1.0,61.86289487014471,25.270224733823618,87.89989606526494
3.0,25.169590056560494,15.876888559782696,6.701193272900725
3.0,8.791055477789104,5.324021854360728,4.226439058446473
1.0,66.36239861505271,26.759071831948543,91.67097405045226
1.0,61.35233674172052,29.85563959189878,87.94672752392592
2.0,19.98600154159642,43.9154769658521,59.417006290757115
2.0,19.497660917798783,40.7374125612565,56.09752314914436
2.0,17.007541429082043,44.58118649264572,55.306459535412394
2.0,22.775422623315176,48.35274627946032,62.780752962517774
2.0,21.738996350332965,39.7793137700603,57.76253077663014
3.0,28.818263252765764,2.241736769797509,1.5796664857407139
2.0,21.511800803352436,44.46032506159906,60.420016411372394
2.0,23.406146880383663,34.606760845676654,55.96752526175418
1.0,58.77274956195947,55.82497991579663,91.22060122976089
1.0,57.927935425922385,32.05889855108679,91.52653989478497
2.0,21.51118658422571,32.84846033929307,62.6426652179236
1.0,62.90594849521392,15.688451805389638,90.92153095956903
3.0,25.74774012975511,1.0319825819125086,1.4638918185764034
2.0,23.501533239274803,37.873939700111606,60.509957176179135
1.0,52.354434859074274,25.468939840409398,88.09472594629193
1.0,62.83397665099351,28.53225696142309,85.5927613761038
3.0,2.4868473774613022,4.540208451644373,0.38276441616513424
2.0,19.306214975617,40.65696225298665,58.37424920418575
1.0,60.790860668790685,26.248204077139242,81.23661314944323
1.0,52.466545415058434,33.46867542254102,91.02765409346662
1.0,57.862326076698125,33.60855309198697,93.14140616411372
2.0,23.014628680919213,38.3765542481556,62.633829408253234
1.0,56.86274050447052,41.49322362495137,92.5208297279189
1.0,54.22243571633732,35.59421573361612,90.15252744493503
